match_no,date,venue,stage,team1,team2,toss_winner,toss_decision,innings,batting_team,bowling_team,over,phase,runs_in_over,wickets_in_over,fours,sixes,bowlers,batsmen,main_batter,cumulative_runs,cumulative_wkts,score_after_over,over_summary,first_ings_score,first_ings_wkts,second_ings_score,second_ings_wkts,match_result,match_winner,player_of_the_match,top_scorer,highscore,best_bowling,best_bowling_figure
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,7,Middle,13,0,1,1,Suyash Sharma,"Ishan Kishan, Klaasen",Klaasen,84,2,84/2,"13 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,8,Middle,5,0,0,0,Krunal Pandya,"Ishan Kishan, Klaasen",Ishan Kishan,89,2,89/2,"5 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,9,Middle,14,1,3,0,Suyash Sharma,"Aniket Verma, Ishan Kishan, Klaasen",Ishan Kishan,103,3,103/3,"14 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,10,Middle,10,0,0,1,Krunal Pandya,"Aniket Verma, Ishan Kishan",Ishan Kishan,113,3,113/3,"10 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,11,Middle,19,0,1,2,Suyash Sharma,"Aniket Verma, Ishan Kishan",Aniket Verma,132,3,132/3,"19 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,12,Middle,15,1,0,2,Krunal Pandya,"Aniket Verma, Ishan Kishan, Nitish Reddy",Ishan Kishan,147,4,147/4,"15 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,13,Middle,9,0,1,0,Ngidi,"Ishan Kishan, Nitish Reddy",Ishan Kishan,156,4,156/4,"9 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,14,Middle,8,0,1,0,Krunal Pandya,"Ishan Kishan, Nitish Reddy",Ishan Kishan,164,4,164/4,"8 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,15,Middle,4,1,0,0,Shepherd,"Abhinav Manohar, Ishan Kishan, Nitish Reddy",Abhinav Manohar,168,5,168/5,"4 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,16,Death,9,0,0,1,Bhuvneshwar,"Abhinav Manohar, Ishan Kishan",Abhinav Manohar,177,5,177/5,"9 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,17,Death,11,1,0,1,Shepherd,"Abhinav Manohar, Ishan Kishan",Ishan Kishan,188,6,188/6,"11 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,18,Death,15,0,1,1,Bhuvneshwar,Ishan Kishan,Ishan Kishan,203,6,203/6,"15 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,19,Death,13,0,0,1,Ngidi,"Cummins, Ishan Kishan",Cummins,216,6,216/6,"13 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,1,SRH,RCB,20,Death,15,0,1,1,Yash Dayal,"Cummins, Ishan Kishan",Ishan Kishan,231,6,231/6,"15 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,1,Powerplay,10,0,1,0,Cummins,"Kohli, Phil Salt",Kohli,10,0,10/0,"10 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,2,Powerplay,9,0,1,0,Unadkat,"Kohli, Phil Salt",Kohli,19,0,19/0,"9 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,3,Powerplay,12,0,2,0,Cummins,"Kohli, Phil Salt",Kohli,31,0,31/0,"12 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,4,Powerplay,11,0,2,0,Harshal Patel,"Kohli, Phil Salt",Kohli,42,0,42/0,"11 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,5,Powerplay,13,0,2,0,Unadkat,"Kohli, Phil Salt",Kohli,55,0,55/0,"13 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,6,Powerplay,17,0,1,2,Eshan Malinga,"Kohli, Phil Salt",Phil Salt,72,0,72/0,"17 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,7,Middle,8,1,0,1,Harsh Dubey,"Kohli, Phil Salt",Phil Salt,80,1,80/1,"8 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,8,Middle,16,0,2,1,Harshal Patel,"Mayank Agarawal, Phil Salt",Phil Salt,96,1,96/1,"16 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,9,Middle,12,0,0,1,Harsh Dubey,"Mayank Agarawal, Phil Salt",Phil Salt,108,1,108/1,"12 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,10,Middle,10,0,1,0,Eshan Malinga,"Mayank Agarawal, Phil Salt",Phil Salt,118,1,118/1,"10 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,11,Middle,9,1,0,1,Nitish Reddy,"Mayank Agarawal, Phil Salt, Rajat Patidar",Phil Salt,127,2,127/2,"9 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,12,Middle,11,1,0,1,Cummins,"Jitesh Sharma, Phil Salt, Rajat Patidar",Jitesh Sharma,138,3,138/3,"11 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,13,Middle,10,0,1,0,Harshal Patel,"Jitesh Sharma, Rajat Patidar",Rajat Patidar,148,3,148/3,"10 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,14,Middle,15,0,1,1,Unadkat,"Jitesh Sharma, Rajat Patidar",Jitesh Sharma,163,3,163/3,"15 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,15,Middle,4,0,0,0,Nitish Reddy,"Jitesh Sharma, Rajat Patidar",Jitesh Sharma,167,3,167/3,"4 runs, 0 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,16,Death,7,2,0,0,Eshan Malinga,"Jitesh Sharma, Rajat Patidar, Shepherd",Jitesh Sharma,174,5,174/5,"7 runs, 2 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,17,Death,5,1,1,0,Unadkat,"Jitesh Sharma, Krunal Pandya, Tim David",Krunal Pandya,179,6,179/6,"5 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,18,Death,7,1,1,0,Eshan Malinga,"Bhuvneshwar, Krunal Pandya, Tim David",Krunal Pandya,186,7,186/7,"7 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,19,Death,1,2,0,0,Cummins,"Bhuvneshwar, Krunal Pandya, Ngidi, Yash Dayal",Yash Dayal,187,9,187/9,"1 runs, 2 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
65,"May 23, 2025","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",League,RCB,SRH,RCB,Bowl,2,RCB,SRH,20,Death,2,1,0,0,Harshal Patel,Yash Dayal,Yash Dayal,189,10,189/10,"2 runs, 1 wicket(s)",231.0,6.0,189.0,10.0,completed,SRH,Ishan Kishan,Ishan Kishan,94.0,Pat Cummins,3--28
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,1,Powerplay,5,0,1,0,Mukesh Kumar,Priyansh Arya,Priyansh Arya,5,0,5/0,"5 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,2,Powerplay,5,1,0,0,Mustafizur,"Josh Inglis, Prabhsimran, Priyansh Arya",Josh Inglis,10,1,10/1,"5 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,3,Powerplay,11,0,2,0,Mukesh Kumar,"Josh Inglis, Prabhsimran",Josh Inglis,21,1,21/1,"11 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,4,Powerplay,14,0,1,1,Mustafizur,"Josh Inglis, Prabhsimran",Josh Inglis,35,1,35/1,"14 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,5,Powerplay,9,0,2,0,Mohit Sharma,"Josh Inglis, Prabhsimran",Prabhsimran,44,1,44/1,"9 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,6,Powerplay,16,1,2,1,Vipraj Nigam,"Josh Inglis, Shreyas Iyer",Josh Inglis,60,2,60/2,"16 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,7,Middle,11,0,0,1,Kuldeep Yadav,"Prabhsimran, Shreyas Iyer",Prabhsimran,71,2,71/2,"11 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,8,Middle,6,1,1,0,Vipraj Nigam,"Nehal Wadhera, Prabhsimran, Shreyas Iyer",Prabhsimran,77,3,77/3,"6 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,9,Middle,14,0,1,1,Kuldeep Yadav,"Nehal Wadhera, Shreyas Iyer",Nehal Wadhera,91,3,91/3,"14 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,10,Middle,6,0,0,0,Vipraj Nigam,"Nehal Wadhera, Shreyas Iyer",Nehal Wadhera,97,3,97/3,"6 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,11,Middle,8,0,1,0,Mohit Sharma,"Nehal Wadhera, Shreyas Iyer",Shreyas Iyer,105,3,105/3,"8 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,12,Middle,11,0,0,1,Kuldeep Yadav,"Nehal Wadhera, Shreyas Iyer",Shreyas Iyer,116,3,116/3,"11 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,13,Middle,8,1,1,0,Mukesh Kumar,"Nehal Wadhera, Shashank Singh, Shreyas Iyer",Shreyas Iyer,124,4,124/4,"8 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,14,Middle,10,0,1,0,Vipraj Nigam,"Shashank Singh, Shreyas Iyer",Shreyas Iyer,134,4,134/4,"10 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,15,Middle,8,0,0,0,Mohit Sharma,"Shashank Singh, Shreyas Iyer",Shashank Singh,142,4,142/4,"8 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,16,Death,4,1,0,0,Mustafizur,"Shashank Singh, Shreyas Iyer, Stoinis",Shreyas Iyer,146,5,146/5,"4 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,17,Death,25,0,2,2,Mukesh Kumar,"Shreyas Iyer, Stoinis",Stoinis,171,5,171/5,"25 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,18,Death,3,2,0,0,Kuldeep Yadav,"Azmatullah, Shreyas Iyer, Stoinis",Stoinis,174,7,174/7,"3 runs, 2 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,19,Death,22,0,2,2,Mohit Sharma,Stoinis,Stoinis,196,7,196/7,"22 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,1,PBKS,DC,20,Death,10,1,0,1,Mustafizur,"Harpreet Brar, Marco Jansen, Stoinis",Harpreet Brar,206,8,206/8,"10 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,1,Powerplay,7,0,1,0,Arshdeep Singh,"Rahul, du Plessis",du Plessis,7,0,7/0,"7 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,2,Powerplay,5,0,1,0,Azmatullah,"Rahul, du Plessis",Rahul,12,0,12/0,"5 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,3,Powerplay,10,0,2,0,Arshdeep Singh,"Rahul, du Plessis",Rahul,22,0,22/0,"10 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,4,Powerplay,15,0,2,1,Azmatullah,"Rahul, du Plessis",Rahul,37,0,37/0,"15 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,5,Powerplay,13,0,1,1,Harpreet Brar,"Rahul, du Plessis",Rahul,50,0,50/0,"13 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,6,Powerplay,11,1,1,1,Marco Jansen,"Karun Nair, Rahul, du Plessis",Karun Nair,61,1,61/1,"11 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,7,Middle,5,1,0,0,Harpreet Brar,"Karun Nair, Sediqullah Atal, du Plessis",du Plessis,66,2,66/2,"5 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,8,Middle,11,0,0,1,Marco Jansen,"Karun Nair, Sediqullah Atal",Sediqullah Atal,77,2,77/2,"11 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,9,Middle,4,0,0,0,Praveen Dubey,"Karun Nair, Sediqullah Atal",Karun Nair,81,2,81/2,"4 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,10,Middle,12,0,0,1,Stoinis,"Karun Nair, Sediqullah Atal",Sediqullah Atal,93,2,93/2,"12 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,11,Middle,17,1,4,0,Praveen Dubey,"Karun Nair, Sameer Rizvi, Sediqullah Atal",Karun Nair,110,3,110/3,"17 runs, 1 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,12,Middle,4,0,0,0,Marco Jansen,"Karun Nair, Sameer Rizvi",Sameer Rizvi,114,3,114/3,"4 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
66,"May 24, 2025","Sawai Mansingh Stadium, Jaipur",League,PBKS,DC,DC,Bowl,2,DC,PBKS,13,Middle,14,0,1,1,Azmatullah,"Karun Nair, Sameer Rizvi",Sameer Rizvi,128,3,128/3,"14 runs, 0 wicket(s)",206.0,8.0,208.0,4.0,completed,DC,Sameer Rizvi,Sameer Rizvi,58.0,Mustafizur Rahman,3--33
